Categoría 1	Descripción (categoría 1)	Categoría 2	Descripción (categoría 2)	Categoría 3	Descripción (categoría 3)	Categoría 4	Descripción (categoría 4)	Categoría 5	Descripción (categoría 5)	Categoría 6	Descripción (categoría 6)	Categoría 7	Descripción (categoría 7)	Categoría 8	Descripción (categoría 8)	Categoría 9	Descripción (categoría 9)	Impuesto	Nota explicativa 1. Incluye	Nota explicativa 2. Excluye
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009904	Ataúd (féretro), de madera	3,1914E+12	Ataúd (féretro), de madera	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009905	Carretes de madera, para extender y recoger mangueras	3,1914E+12	Carretes de madera, para extender y recoger mangueras	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009906	Cornamusas de madera, como insumo para la pesca marina	3,1914E+12	Cornamusas de madera, como insumo para la pesca marina	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009907	Prensas de madera para tender ropa	3,1914E+12	Prensas de madera para tender ropa	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009908	Tapas y asientos de madera para inodoros	3,1914E+12	Tapas y asientos de madera para inodoros	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009909	Tabla de apoyo, de madera 	3,1914E+12	Tabla de apoyo, de madera 	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009910	Perchas de madera para prendas de vestir	3,1914E+12	Perchas de madera para prendas de vestir	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009911	Excluidores de abejas reinas, de madera	3,1914E+12	Excluidores de abejas reinas, de madera	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009912	Depresores o baja lenguas, de madera	3,1914E+12	Depresores o baja lenguas, de madera	Exento		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3191	Productos de madera, n.c.p.	31914	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	3191400	Marcos de madera para cuadros, fotografías, espejos u objetos similares, y otros artículos de madera	319140099	Marcos de madera para cuadros, fotografías y espejos, y demás artículos de madera n.c.p.	31914009999	Artículos de madera, n.c.p.	3,1914E+12	Artículos de madera, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31921	Corcho natural, descortezado o simplemente escuadrado o en bloques, placas, hojas o tiras; corcho triturado, granulado o pulverizado; desperdicios de corcho	3192100	Corcho natural, descortezado o simplemente escuadrado o en bloques, placas, hojas o tiras; corcho triturado, granulado o pulverizado; desperdicios de corcho	319210000	Corcho natural, descortezado o simplemente escuadrado o en bloques, placas, hojas o tiras; corcho triturado, granulado o pulverizado; desperdicios de corcho	31921000001	Corcho natural, descortezado o simplemente escuadrado, en bloques, placas, hojas o tiras, cuadradas o rectangulares (incluso los esbozos con aristas vivas para tapones)	3,1921E+12	Corcho natural, descortezado o simplemente escuadrado, en bloques, placas, hojas o tiras, cuadradas o rectangulares (incluso los esbozos con aristas vivas para tapones)	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31921	Corcho natural, descortezado o simplemente escuadrado o en bloques, placas, hojas o tiras; corcho triturado, granulado o pulverizado; desperdicios de corcho	3192100	Corcho natural, descortezado o simplemente escuadrado o en bloques, placas, hojas o tiras; corcho triturado, granulado o pulverizado; desperdicios de corcho	319210000	Corcho natural, descortezado o simplemente escuadrado o en bloques, placas, hojas o tiras; corcho triturado, granulado o pulverizado; desperdicios de corcho	31921000099	Corcho natural, n.c.p.	3,1921E+12	Corcho natural, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192201	Artículos de corcho natural	319220100	Artículos de corcho natural	31922010001	Tapones de corcho natural	3,1922E+12	Tapones de corcho natural	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192201	Artículos de corcho natural	319220100	Artículos de corcho natural	31922010002	Flotadores para redes y otras artes de pesca acuícola, no deportiva, de corcho natural	3,1922E+12	Flotadores para redes y otras artes de pesca acuícola, no deportiva, de corcho natural	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192201	Artículos de corcho natural	319220100	Artículos de corcho natural	31922010099	Artículos de corcho natural, n.c.p.	3,1922E+12	Artículos de corcho natural, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192202	Corcho aglomerado y productos derivados	319220200	Corcho aglomerado y productos derivados	31922020001	Bloques, placas, hojas y tiras de corcho aglomerado	3,1922E+12	Bloques, placas, hojas y tiras de corcho aglomerado	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192202	Corcho aglomerado y productos derivados	319220200	Corcho aglomerado y productos derivados	31922020002	Baldosas y revestimientos similares de pared, de corcho aglomerado	3,1922E+12	Baldosas y revestimientos similares de pared, de corcho aglomerado	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192202	Corcho aglomerado y productos derivados	319220200	Corcho aglomerado y productos derivados	31922020003	Cilindros macizos, incluidos los discos, de corcho aglomerado	3,1922E+12	Cilindros macizos, incluidos los discos, de corcho aglomerado	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31922	Artículos de corcho natural; corcho aglomerado y artículos del mismo	3192202	Corcho aglomerado y productos derivados	319220200	Corcho aglomerado y productos derivados	31922020099	Artículos de corcho aglomerado, n.c.p.	3,1922E+12	Artículos de corcho aglomerado, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230101	Esterillas, esteras y cañizos, de materia vegetal	31923010101	Esterillas, esteras y cañizos, de materia vegetal, de bambú	3,1923E+12	Esterillas, esteras y cañizos, de materia vegetal, de bambú	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230101	Esterillas, esteras y cañizos, de materia vegetal	31923010102	Esterillas, esteras y cañizos, de materia vegetal, de roten (ratán)	3,1923E+12	Esterillas, esteras y cañizos, de materia vegetal, de roten (ratán)	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230101	Esterillas, esteras y cañizos, de materia vegetal	31923010199	Esterillas, esteras y cañizos, de materia vegetal, n.c.p.	3,1923E+12	Esterillas, esteras y cañizos, de materia vegetal, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230102	Trenzas y artículos similares, de materia vegetal trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados	31923010201	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, de bambú	3,1923E+12	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, de bambú	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230102	Trenzas y artículos similares, de materia vegetal trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados	31923010202	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, de roten (ratán)	3,1923E+12	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, de roten (ratán)	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230102	Trenzas y artículos similares, de materia vegetal trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados	31923010203	Persianas verticales y horizontales, de mimbre	3,1923E+12	Persianas verticales y horizontales, de mimbre	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230102	Trenzas y artículos similares, de materia vegetal trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados	31923010299	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, de materias vegetales n.c.p.	3,1923E+12	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, de materias vegetales n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192301	Trenzas y artículos similares, de materia vegetal trenzable	319230199	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, n.c.p.	31923019900	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, n.c.p.	3,1923E+12	Trenzas y artículos similares, de materia trenzable, incluso ensamblados en tiras, tejidos o paralelizados, en forma plana, incluso terminados, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230201	Artículos de cestería de bambú 	31923020101	Artículos de pesca para la actividad acuícola, no deportiva, de bambú	3,1923E+12	Artículos de pesca para la actividad acuícola, no deportiva, de bambú	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230201	Artículos de cestería de bambú 	31923020102	Canastos para la recolección del café, de bambú	3,1923E+12	Canastos para la recolección del café, de bambú	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230201	Artículos de cestería de bambú 	31923020199	Artículos de cestería de bambú, n.c.p.	3,1923E+12	Artículos de cestería de bambú, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230202	Artículos de cestería de roten (ratán)	31923020201	Artículos de pesca para la actividad acuícola, no deportiva, de roten (ratán)	3,1923E+12	Artículos de pesca para la actividad acuícola, no deportiva, de roten (ratán)	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230202	Artículos de cestería de roten (ratán)	31923020202	Canastos para la recolección del café, de roten (ratán)	3,1923E+12	Canastos para la recolección del café, de roten (ratán)	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230202	Artículos de cestería de roten (ratán)	31923020299	Artículos de cestería de roten (ratán), n.c.p.	3,1923E+12	Artículos de cestería de roten (ratán), n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230203	Artículos de cestería y de esponja vegetal (paste o lufa), de materias vegetales n.c.p.	31923020301	Artículos de pesca para la actividad acuícola, no deportiva, de materias vegetales n.c.p.	3,1923E+12	Artículos de pesca para la actividad acuícola, no deportiva, de materias vegetales n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230203	Artículos de cestería y de esponja vegetal (paste o lufa), de materias vegetales n.c.p.	31923020302	Productos para baño fabricados con lufa (paste)	3,1923E+12	Productos para baño fabricados con lufa (paste)	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230203	Artículos de cestería y de esponja vegetal (paste o lufa), de materias vegetales n.c.p.	31923020303	Canastos para la recolección del café, de materias vegetales n.c.p.	3,1923E+12	Canastos para la recolección del café, de materias vegetales n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230203	Artículos de cestería y de esponja vegetal (paste o lufa), de materias vegetales n.c.p.	31923020399	Artículos de cestería, de materias vegetales n.c.p.	3,1923E+12	Artículos de cestería, de materias vegetales n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230299	Artículos de cestería de materias n.c.p.	31923029901	Artículos de pesca para la actividad acuícola, no deportiva, de materias n.c.p.	3,1923E+12	Artículos de pesca para la actividad acuícola, no deportiva, de materias n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230299	Artículos de cestería de materias n.c.p.	31923029902	Canastos para la recolección del café, de materias n.c.p.	3,1923E+12	Canastos para la recolección del café, de materias n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	31	Productos de madera, corcho, paja y trenzados	319	Productos de madera, n.c.p.; artículos de corcho, materiales trenzables y paja	3192	Artículos de corcho y paja u otros materiales trenzables; cestería y mimbre	31923	Manufacturas de paja, de esparto o de otro material trenzables; artículos de cestería y mimbrería	3192302	Artículos de cestería, n.c.p.	319230299	Artículos de cestería de materias n.c.p.	31923029999	Artículos de cestería, de materias, n.c.p.	3,1923E+12	Artículos de cestería, de materias, n.c.p.	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	32	Pulpa, papel y productos de papel; impresos y artículos relacionados	321	Pulpa, papel y cartón	3211	Pulpas de madera u otro material celulósico fibroso	32111	Pulpa química de madera, soluble	3211100	Pulpa química de madera, soluble	321110000	Pulpa química de madera, soluble	32111000000	Pulpa química de madera, soluble	3,2111E+12	Pulpa química de madera, soluble	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	32	Pulpa, papel y productos de papel; impresos y artículos relacionados	321	Pulpa, papel y cartón	3211	Pulpas de madera u otro material celulósico fibroso	32112	Pulpa química de madera, insoluble	3211201	Pasta química de madera a la sosa (soda) o al sulfato, insoluble	321120101	Pasta química de madera a la sosa (soda) o al sulfato, insoluble, cruda	32112010101	Pasta química de madera conífera, a la sosa (soda) o al sulfato, insoluble, cruda	3,2112E+12	Pasta química de madera conífera, a la sosa (soda) o al sulfato, insoluble, cruda	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	32	Pulpa, papel y productos de papel; impresos y artículos relacionados	321	Pulpa, papel y cartón	3211	Pulpas de madera u otro material celulósico fibroso	32112	Pulpa química de madera, insoluble	3211201	Pasta química de madera a la sosa (soda) o al sulfato, insoluble	321120101	Pasta química de madera a la sosa (soda) o al sulfato, insoluble, cruda	32112010102	Pasta química de madera no conífera, a la sosa (soda) o al sulfato, insoluble, cruda	3,2112E+12	Pasta química de madera no conífera, a la sosa (soda) o al sulfato, insoluble, cruda	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	32	Pulpa, papel y productos de papel; impresos y artículos relacionados	321	Pulpa, papel y cartón	3211	Pulpas de madera u otro material celulósico fibroso	32112	Pulpa química de madera, insoluble	3211201	Pasta química de madera a la sosa (soda) o al sulfato, insoluble	321120102	Pasta química de madera a la sosa (soda) o al sulfato, insoluble, semiblanqueada o blanqueada	32112010201	Pasta química de madera conífera, a la sosa (soda) o al sulfato, insoluble, semiblanqueada o blanqueada	3,2112E+12	Pasta química de madera conífera, a la sosa (soda) o al sulfato, insoluble, semiblanqueada o blanqueada	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	32	Pulpa, papel y productos de papel; impresos y artículos relacionados	321	Pulpa, papel y cartón	3211	Pulpas de madera u otro material celulósico fibroso	32112	Pulpa química de madera, insoluble	3211201	Pasta química de madera a la sosa (soda) o al sulfato, insoluble	321120102	Pasta química de madera a la sosa (soda) o al sulfato, insoluble, semiblanqueada o blanqueada	32112010202	Pasta química de madera no conífera, a la sosa (soda) o al sulfato, insoluble, semiblanqueada o blanqueada	3,2112E+12	Pasta química de madera no conífera, a la sosa (soda) o al sulfato, insoluble, semiblanqueada o blanqueada	13%		
3	Bienes transportables, excepto productos metálicos, maquinaria y equipo, n.c.p.	32	Pulpa, papel y productos de papel; impresos y artículos relacionados	321	Pulpa, papel y cartón	3211	Pulpas de madera u otro material celulósico fibroso	32112	Pulpa química de madera, insoluble	3211202	Pasta química de madera al sulfito, insoluble	321120201	Pasta química de madera al sulfito, insoluble, cruda	32112020101	Pasta química de madera conífera, al sulfito, insoluble, cruda	3,2112E+12	Pasta química de madera conífera, al sulfito, insoluble, cruda	13%		
